sample_id	task	num_decision_chunks	sample_best_score	dynamic_score	dynamic_gain	dynamic_winner_trajectory	dynamic_prediction_hash
ruler_qa_hotpotqa_16k:0454	ruler_qa_hotpotqa_16k	15	0.0	1.0	1.0	"[""L18"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	b3fc3e6b95771dd8b398a5ae752bf8f2ea651126af3ff0efa14ebc28d1cf93ca
ruler_qa_hotpotqa_16k:0493	ruler_qa_hotpotqa_16k	15	0.0	1.0	1.0	"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	d3e3f08c6ceb5d420e968a9c25219e9a0fe19a8107c695983de1f3a9abdea3f1
ruler_qa_squad_16k:0033	ruler_qa_squad_16k	14	0.0	1.0	1.0	"[""L12"", ""L18"", ""L18"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	58b8cc2cdeda124451b3cd0a00761e13767ea9ab77cc36f9888378408dd892d6
ruler_qa_squad_16k:0056	ruler_qa_squad_16k	13	0.0	1.0	1.0	"[""L24"", ""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	f9dfca46951cccedeb9c0e6b24c2e9ed07a91e68fe7aa3df2b1a22c01143c380
ruler_qa_squad_16k:0085	ruler_qa_squad_16k	15	0.0	1.0	1.0	"[""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	4a1ddacf39399fb6aaddfe1431a18a79f0ee0c1585ac271d218d1641a51ca3d1
ruler_qa_squad_16k:0141	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""OFF"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	d3d699e99550d6a8edc734b7c5dfd552d8062a64af2388524b76cce38ecbc2b7
ruler_qa_squad_16k:0161	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""ALL"", ""L12"", ""L12"", ""L0"", ""L0"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	5c1d014ef4b54d96ec1827b1930007eebb135ecd0a30d39dae0cb831e0868f15
ruler_qa_squad_16k:0172	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""ALL"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	d634d445dfaf87d761676e1bf4a2e6b2c10b37d1141fd6aeb21f3e146f5c63e0
ruler_qa_squad_16k:0184	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""L18"", ""L0"", ""L6"", ""L0"", ""L0"", ""L6"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	ae309045e8b98ba90e126c8b9d7f04e9808941fa47da7704c925721e06dc1d19
ruler_qa_squad_16k:0305	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""ALL"", ""L12"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	5047346509cce1b0429a6153c0265f2e8f24aa1f8bdcd6600c47895ea4aeee3f
ruler_qa_squad_16k:0363	ruler_qa_squad_16k	13	0.0	1.0	1.0	"[""L0"", ""L24"", ""L18"", ""L24"", ""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	063b9458c0da5b6b8389ec479d87e23d88af83f82e6aa87694d806f2c2267ee9
ruler_qa_squad_16k:0424	ruler_qa_squad_16k	13	0.0	1.0	1.0	"[""ALL"", ""L12"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	ab6db6513a41f50c9186a6140baf7ddfd877cfb685f447bc63d3b63d5fe8289e
ruler_qa_squad_16k:0429	ruler_qa_squad_16k	13	0.0	1.0	1.0	"[""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	329fe5862105b00c8327c18cdafc6eb3e3dc5ec970a018145a88d84f2e9871d9
ruler_qa_squad_16k:0432	ruler_qa_squad_16k	13	0.0	1.0	1.0	"[""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	687a1ab5d296148f0cb994d663607325633492a909781816907b441da41aca07
ruler_qa_squad_16k:0444	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""L18"", ""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	877c20556a17866956c7bef760257fdd1eeed431c82790c409f2b6736accee90
ruler_qa_squad_16k:0445	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""OFF"", ""L0"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	7d2b46da6322b55ac3158ac3b8ba5ec8cbf3bc727bfbdbc7e051a694c79691b1
ruler_qa_squad_16k:0458	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""L12"", ""L24"", ""L24"", ""L24"", ""L24"", ""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	7882841399a6c6e9c10b36cf4545c3108e4a027ef4c530e9cd3d192141c5122f
ruler_qa_squad_16k:0472	ruler_qa_squad_16k	12	0.0	1.0	1.0	"[""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	a623b5375cee4ff081ff9de5fb823d547ba4361d36ed24da13b2ab86132fcaa9
ruler_qa_squad_16k:0491	ruler_qa_squad_16k	14	0.0	1.0	1.0	"[""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	8245ec43279f71376f00013c840d513285c7fc4e60ec800459522897a28497c2
ruler_vt_16k:0008	ruler_vt_16k	15	0.4	0.8	0.4	"[""L0"", ""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	9b0e058ca768f997804f4c153822ebb339419d256f0e0565d2fda783964967c7
ruler_vt_16k:0024	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L24"", ""L18"", ""L0"", ""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	1ad9f59a147bdb68cf4dc0ebe4f4542baab47811443b8402ce2a2cba739b019f
ruler_vt_16k:0044	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""OFF"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	a03d0300281fa8ecf03d18615d32870faa97c9b7ce31b09ab0472e633805424e
ruler_vt_16k:0045	ruler_vt_16k	15	0.2	0.8	0.6000000000000001	"[""OFF"", ""L12"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	6e4617c4637983c711c3ef3aea6d51abcff32b1365c0abbccc7daddcb462962b
ruler_vt_16k:0048	ruler_vt_16k	15	0.2	0.4	0.2	"[""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	4857a10db8dbb76175ab941edbd7a7aee1d239a37332b1473d99b46ce2898479
ruler_vt_16k:0050	ruler_vt_16k	15	0.6	1.0	0.4	"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	4cc5ec4da0d491177f0e1b7adc84315cbd3791e099b10e5b1042e47cd51e47f1
ruler_vt_16k:0057	ruler_vt_16k	15	0.4	0.8	0.4	"[""L6"", ""L12"", ""L12"", ""ALL"", ""L12"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	7b5e9515a1cc02b230dd20ad6972dca1b012b10999d31a9356aacc3a61b51ce0
ruler_vt_16k:0063	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	aa6b3aa5b0d8f3526e2401f6305b13f2bbfc9bb848699a0dd6d7a141b8ea865b
ruler_vt_16k:0065	ruler_vt_16k	15	0.4	1.0	0.6	"[""L24"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	e668fe5d2ffaf3a56c9b487e5aae38281a24d67ef4cad635d83b8197b243b0fd
ruler_vt_16k:0070	ruler_vt_16k	15	0.4	0.6	0.19999999999999996	"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	866ad27219f884272dc3dda446faf78fe4f6adc76686996a5899afb06ff64247
ruler_vt_16k:0083	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	a2ccfc0b2c2d91609da52ee666f84b6a94f9987bfe915e669a5d6f16bf4af01c
ruler_vt_16k:0086	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	3b1cbcc5aeeb3262f5bc63bef995be3007549e49a0e82c2fa0d5c58bc1031379
ruler_vt_16k:0091	ruler_vt_16k	15	0.6	0.8	0.20000000000000007	"[""L18"", ""L0"", ""L18"", ""L18"", ""ALL"", ""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	b96a28e93feffc13213c8ed8971a8973a0d9135fc80edc5f75b91c5a0ca11245
ruler_vt_16k:0093	ruler_vt_16k	15	0.4	0.8	0.4	"[""OFF"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	2cc643517ec00fb68095183dc47a42722d37d4d303098f4b9852e76d079d0e98
ruler_vt_16k:0098	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	6de1e795fad6b0a643066859810cc691af4db72ff6c4dee6f044c32f796a2a4c
ruler_vt_16k:0108	ruler_vt_16k	15	0.6	0.8	0.20000000000000007	"[""ALL"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	dcb18fcb49d0106202a40c60065b558dff9f4a68937e9fa84c6ce7af4f6f353b
ruler_vt_16k:0113	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L24"", ""L18"", ""L0"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	3472ceb6af9d490e9a3f3ee60dc5fbf1d5d9065ee835004ec1d1698cd08ead4d
ruler_vt_16k:0123	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L18"", ""L0"", ""L18"", ""L18"", ""ALL"", ""L18"", ""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	7f32965e57b024e3a9dc8c3cc10b80375ab4be70f52f4c430964845e04a160c7
ruler_vt_16k:0139	ruler_vt_16k	15	0.4	1.0	0.6	"[""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	1d08a67aa41b472453fee3ab7f7fc66716eea8c698c8c55d95d30c38cd378d6f
ruler_vt_16k:0140	ruler_vt_16k	15	0.6	0.8	0.20000000000000007	"[""OFF"", ""L18"", ""L6"", ""OFF"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	eb4506f194569864342fe60e039318d4a2752b8221c129ce2ab52356b1f1647a
ruler_vt_16k:0149	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""OFF"", ""L18"", ""L0"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	5359d2194e7cbd47e8cbbb7253cd329312e167910bbc5562310d108f55d2299f
ruler_vt_16k:0157	ruler_vt_16k	15	0.6	1.0	0.4	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	34bc405dd798412bd567a3035ebbae46b0d1cf268d8e7091bec6cb32fdb81b35
ruler_vt_16k:0160	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L6"", ""L12"", ""L12"", ""OFF"", ""OFF"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	d1b73bee3fb3ce0eff0692f8f5ac327b28feeb8d69fcee539851153423bd9f53
ruler_vt_16k:0164	ruler_vt_16k	15	0.6	0.8	0.20000000000000007	"[""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	0e09f18dcfd318959246a9011a81ba1570ff0fdc915ea8fd8e5c9857e46fe2fb
ruler_vt_16k:0165	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""OFF"", ""L6"", ""OFF"", ""L6"", ""L6"", ""OFF"", ""L6"", ""L6"", ""L6"", ""L18"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	ae6975992024330e410e13766c4e2bb0f6a683d35e6c1b63076c672a6da83512
ruler_vt_16k:0170	ruler_vt_16k	15	0.4	0.8	0.4	"[""L18"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	76e4a10ee25672ac22df24a5fd595a2903671cdc6c7f46a44b04c7964523267b
ruler_vt_16k:0172	ruler_vt_16k	15	0.4	0.6	0.19999999999999996	"[""L18"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	e3a1f922109712e9fb1a6f1d3d4acb148fd0f19a3ff4b43133f68f7f5d89be83
ruler_vt_16k:0183	ruler_vt_16k	15	0.4	0.8	0.4	"[""L18"", ""L0"", ""L18"", ""L18"", ""ALL"", ""L18"", ""L18"", ""L0"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	926ac6354c30a511e561bc508d3900060db8993beb9b86f7a3da96f1adc985bb
ruler_vt_16k:0188	ruler_vt_16k	15	0.4	0.8	0.4	"[""L0"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	3841a59a625c25fc7258647880234b0f73d1d582e75d7e6284fab4c83b2f7e2d
ruler_vt_16k:0194	ruler_vt_16k	15	0.4	0.8	0.4	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	80f633800c76341b9a2b39200aaa53af5b196d5905be785b289d48a1f6981d69
ruler_vt_16k:0196	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L6"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	0b87123eea532d8f27e92f553c367be7645d33d40294d61ab718277c201124a5
ruler_vt_16k:0199	ruler_vt_16k	15	0.4	0.6	0.19999999999999996	"[""OFF"", ""L12"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	1ee309ad6a80d5d5a61bdcc92682b814fffd25f55218505790decdbcd991ca03
ruler_vt_16k:0203	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L18"", ""L0"", ""L18"", ""L18"", ""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L0"", ""L18"", ""L0"", ""L18"", ""L18"", ""L18""]"	94d5548fed5341b04d7bd9e68ae829e64e54a99a25512e56615a50beedcd3a3f
ruler_vt_16k:0220	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L6"", ""L12"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	e2ed2bff8559b4601f2fa2cd8a40a9e5e836aa332c1f6e540fd9800add069474
ruler_vt_16k:0223	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	18d6004cede51b0b7af989af5cfadeba1fea0144d95a9e469218d04785ceb823
ruler_vt_16k:0226	ruler_vt_16k	15	0.4	0.8	0.4	"[""L18"", ""L0"", ""L18"", ""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	012bd9c86e68ebb49da9d4d887c42f9c2d41787f5353e637078c3a703a551303
ruler_vt_16k:0237	ruler_vt_16k	15	0.4	0.8	0.4	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	f02c1e9130b1c976d9ae2399330e871e9a4819a8d86f75c1eca75c3754dd0333
ruler_vt_16k:0240	ruler_vt_16k	15	0.4	1.0	0.6	"[""OFF"", ""L6"", ""OFF"", ""L6"", ""L6"", ""OFF"", ""L6"", ""L6"", ""L0"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	a7e6e5524119728d3ee30a112d06121c4d14331fd4e63f19a78575243dd2182c
ruler_vt_16k:0270	ruler_vt_16k	15	0.4	0.8	0.4	"[""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	6e29b4b9c03a5432b68c3b8fddfb9d159c107f97b9151af0cbee31590d254409
ruler_vt_16k:0272	ruler_vt_16k	15	0.4	0.8	0.4	"[""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	638af3946ccbb52be2a0f03d64d7542321a836c885aa16771ceb33f7a9f87e38
ruler_vt_16k:0277	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	2d5d501cbc62ab7279d598b88dc0ef3fd92e21cebfd7e993a6c0058668f76374
ruler_vt_16k:0279	ruler_vt_16k	15	0.4	1.0	0.6	"[""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	035e4c00b4050cea7a16440ac5da1e62cc23998d6b0f5f11d4a19800db71ea51
ruler_vt_16k:0286	ruler_vt_16k	15	0.6	0.8	0.20000000000000007	"[""L12"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	dd77b31640140143e85fb3d2f97febab736beec46aae2a9ae0a27a92ed45f373
ruler_vt_16k:0295	ruler_vt_16k	15	0.4	0.8	0.4	"[""ALL"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	c7ed114acf95d9632f505aff1cc5272f2231aeaac5e6e096eee604382cdff985
ruler_vt_16k:0299	ruler_vt_16k	15	0.4	1.0	0.6	"[""OFF"", ""OFF"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"	46a327ee6c00094737cd19c885adbd741417ef24c35f5ffd17e6b2a69bdebae6
ruler_vt_16k:0310	ruler_vt_16k	15	0.4	0.8	0.4	"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	03ee23266bd42047c4617521e06fa5d5364ea8d4adb4b700b4b4cd6ce150bd0d
ruler_vt_16k:0317	ruler_vt_16k	15	0.2	0.8	0.6000000000000001	"[""L24"", ""L0"", ""L0"", ""OFF"", ""L18"", ""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"	18ff8bba30fe087b61c7e9f4f519309d3457425bd19278f652c1d6cf64ecb9c0
ruler_vt_16k:0322	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	4bda48a1eefc0722b2d49362ac7aeafe3818d39f2009d9a2b1f31378328bb082
ruler_vt_16k:0323	ruler_vt_16k	15	0.6	0.8	0.20000000000000007	"[""L6"", ""L12"", ""L12"", ""ALL"", ""L18"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	192532762d01c1a4ed2a51d94904b2703a3cb0d10cf3000d3c3cccb724cb1967
ruler_vt_16k:0333	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L12"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"	bc23773fdae6fd5283f30e963ed158753e52fb5a3520045a7e12f430c3f795c1
ruler_vt_16k:0342	ruler_vt_16k	15	0.4	0.8	0.4	"[""L12"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"	aff1f4947c6818cda21771542d4e23bfb027e78622be695b5a2686bacdc8bbf6
ruler_vt_16k:0352	ruler_vt_16k	15	0.4	0.8	0.4	"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"	0da6904ddfaf0191eb683e88525bea73714caf627e0ba8eaf8ffe645572409d5
ruler_vt_16k:0358	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L18"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"	1a285ce4a02a075c063a4709078c4a4bc13029179ddc0876dd29a6a86d157ac0
ruler_vt_16k:0362	ruler_vt_16k	15	0.4	0.8	0.4	"[""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	a423ea2b352f3ee7a4bfb43b6dc41353eebfd96d4196e4fed35a556866cb3f96
ruler_vt_16k:0372	ruler_vt_16k	15	0.8	1.0	0.19999999999999996	"[""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	3f99492ae3efcc7d6725f85a71c8d2809e010d38a476d5ee410a87be371eb166
ruler_vt_16k:0373	ruler_vt_16k	15	0.2	0.8	0.6000000000000001	"[""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	8f075e0127208605dfb2d176a3944d9b40e0cbfd2a045f02d538f3f1110e3692
ruler_vt_16k:0376	ruler_vt_16k	15	0.4	0.8	0.4	"[""L6"", ""L12"", ""L12"", ""ALL"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	e0810aa921e70c3c0c26684bc3ed751d4e84aeceb8b36f3bbabbbca481fe9e6d
ruler_vt_16k:0381	ruler_vt_16k	15	0.4	0.8	0.4	"[""L6"", ""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	2b781f34aab6a1e9508c6180022e502c27dcbe35356cc4204f7c5b96850cc6c7
ruler_vt_16k:0394	ruler_vt_16k	15	0.4	0.8	0.4	"[""L6"", ""L12"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"	e123dce99bede59a71feb1c603a9b806b06a9659306270346c3b1f42abed5e06
