sample_id,task,action,score,prediction_hash,input_token_sha256,source
ruler_fwe_16k:0252,ruler_fwe_16k,L12,1.0,4f20d450fe3937f98c6cebb08d3102b8ec328c0fe4e80d7f4274d57010f9f9c7,926ab2425c2201c375fe4b404836c645949df05479d9e06141d43fde32a6e9ac,new_missing_v2
ruler_fwe_16k:0252,ruler_fwe_16k,L18,1.0,4f20d450fe3937f98c6cebb08d3102b8ec328c0fe4e80d7f4274d57010f9f9c7,926ab2425c2201c375fe4b404836c645949df05479d9e06141d43fde32a6e9ac,new_missing_v2
ruler_fwe_16k:0252,ruler_fwe_16k,L24,1.0,4f20d450fe3937f98c6cebb08d3102b8ec328c0fe4e80d7f4274d57010f9f9c7,926ab2425c2201c375fe4b404836c645949df05479d9e06141d43fde32a6e9ac,new_missing_v2
ruler_fwe_16k:0252,ruler_fwe_16k,ALL,1.0,4f20d450fe3937f98c6cebb08d3102b8ec328c0fe4e80d7f4274d57010f9f9c7,926ab2425c2201c375fe4b404836c645949df05479d9e06141d43fde32a6e9ac,new_missing_v2
ruler_fwe_16k:0253,ruler_fwe_16k,OFF,0.6666666666666666,6d0142985fd1926826f53c5e855ce29f6cc24f337d717317dae124beb328c485,4a106ab6a474f14f17575c4c4e422c20b9fba4d734620b631ad0f0fba812d248,reused_v2_1435
ruler_fwe_16k:0253,ruler_fwe_16k,L0,0.6666666666666666,6d0142985fd1926826f53c5e855ce29f6cc24f337d717317dae124beb328c485,4a106ab6a474f14f17575c4c4e422c20b9fba4d734620b631ad0f0fba812d248,reused_v2_1435
ruler_fwe_16k:0253,ruler_fwe_16k,L6,0.6666666666666666,6d0142985fd1926826f53c5e855ce29f6cc24f337d717317dae124beb328c485,4a106ab6a474f14f17575c4c4e422c20b9fba4d734620b631ad0f0fba812d248,reused_v2_1435
ruler_fwe_16k:0253,ruler_fwe_16k,L12,0.6666666666666666,6d0142985fd1926826f53c5e855ce29f6cc24f337d717317dae124beb328c485,4a106ab6a474f14f17575c4c4e422c20b9fba4d734620b631ad0f0fba812d248,reused_v2_1435
ruler_fwe_16k:0253,ruler_fwe_16k,L18,0.6666666666666666,6d0142985fd1926826f53c5e855ce29f6cc24f337d717317dae124beb328c485,4a106ab6a474f14f17575c4c4e422c20b9fba4d734620b631ad0f0fba812d248,reused_v2_1435
ruler_fwe_16k:0253,ruler_fwe_16k,L24,0.6666666666666666,6d0142985fd1926826f53c5e855ce29f6cc24f337d717317dae124beb328c485,4a106ab6a474f14f17575c4c4e422c20b9fba4d734620b631ad0f0fba812d248,reused_v2_1435
ruler_fwe_16k:0253,ruler_fwe_16k,ALL,0.6666666666666666,6d0142985fd1926826f53c5e855ce29f6cc24f337d717317dae124beb328c485,4a106ab6a474f14f17575c4c4e422c20b9fba4d734620b631ad0f0fba812d248,reused_v2_1435
ruler_fwe_16k:0254,ruler_fwe_16k,OFF,0.3333333333333333,f4b5a6e0885cebbb9cd5e5a5b3eb0ab23cc64ee7421ac7737659bb659da49880,3b54ffd203db8e74b4024b4b9a183231618a5eb08ff832020e88a9c6c157c931,reused_v2_1435
ruler_fwe_16k:0254,ruler_fwe_16k,L0,0.3333333333333333,f4b5a6e0885cebbb9cd5e5a5b3eb0ab23cc64ee7421ac7737659bb659da49880,3b54ffd203db8e74b4024b4b9a183231618a5eb08ff832020e88a9c6c157c931,reused_v2_1435
ruler_fwe_16k:0254,ruler_fwe_16k,L6,0.3333333333333333,f4b5a6e0885cebbb9cd5e5a5b3eb0ab23cc64ee7421ac7737659bb659da49880,3b54ffd203db8e74b4024b4b9a183231618a5eb08ff832020e88a9c6c157c931,reused_v2_1435
ruler_fwe_16k:0254,ruler_fwe_16k,L12,0.3333333333333333,f4b5a6e0885cebbb9cd5e5a5b3eb0ab23cc64ee7421ac7737659bb659da49880,3b54ffd203db8e74b4024b4b9a183231618a5eb08ff832020e88a9c6c157c931,reused_v2_1435
ruler_fwe_16k:0254,ruler_fwe_16k,L18,0.3333333333333333,f4b5a6e0885cebbb9cd5e5a5b3eb0ab23cc64ee7421ac7737659bb659da49880,3b54ffd203db8e74b4024b4b9a183231618a5eb08ff832020e88a9c6c157c931,reused_v2_1435
ruler_fwe_16k:0254,ruler_fwe_16k,L24,0.3333333333333333,f4b5a6e0885cebbb9cd5e5a5b3eb0ab23cc64ee7421ac7737659bb659da49880,3b54ffd203db8e74b4024b4b9a183231618a5eb08ff832020e88a9c6c157c931,reused_v2_1435
ruler_fwe_16k:0254,ruler_fwe_16k,ALL,0.3333333333333333,f4b5a6e0885cebbb9cd5e5a5b3eb0ab23cc64ee7421ac7737659bb659da49880,3b54ffd203db8e74b4024b4b9a183231618a5eb08ff832020e88a9c6c157c931,reused_v2_1435
ruler_fwe_16k:0255,ruler_fwe_16k,OFF,0.6666666666666666,1a28720c7557cd4c30e273a62591f0e3e77f0e5564269bf1a8a18a62d5f5ed08,1e530314051270cc49e97c928ab1aa144913b04b148370f6295181d77e025190,reused_v2_1435
ruler_fwe_16k:0255,ruler_fwe_16k,L0,0.6666666666666666,1a28720c7557cd4c30e273a62591f0e3e77f0e5564269bf1a8a18a62d5f5ed08,1e530314051270cc49e97c928ab1aa144913b04b148370f6295181d77e025190,reused_v2_1435
ruler_fwe_16k:0255,ruler_fwe_16k,L6,0.6666666666666666,1a28720c7557cd4c30e273a62591f0e3e77f0e5564269bf1a8a18a62d5f5ed08,1e530314051270cc49e97c928ab1aa144913b04b148370f6295181d77e025190,reused_v2_1435
ruler_fwe_16k:0255,ruler_fwe_16k,L12,0.6666666666666666,1a28720c7557cd4c30e273a62591f0e3e77f0e5564269bf1a8a18a62d5f5ed08,1e530314051270cc49e97c928ab1aa144913b04b148370f6295181d77e025190,reused_v2_1435
ruler_fwe_16k:0255,ruler_fwe_16k,L18,0.6666666666666666,1a28720c7557cd4c30e273a62591f0e3e77f0e5564269bf1a8a18a62d5f5ed08,1e530314051270cc49e97c928ab1aa144913b04b148370f6295181d77e025190,reused_v2_1435
ruler_fwe_16k:0255,ruler_fwe_16k,L24,0.6666666666666666,1a28720c7557cd4c30e273a62591f0e3e77f0e5564269bf1a8a18a62d5f5ed08,1e530314051270cc49e97c928ab1aa144913b04b148370f6295181d77e025190,reused_v2_1435
ruler_fwe_16k:0255,ruler_fwe_16k,ALL,0.6666666666666666,1a28720c7557cd4c30e273a62591f0e3e77f0e5564269bf1a8a18a62d5f5ed08,1e530314051270cc49e97c928ab1aa144913b04b148370f6295181d77e025190,reused_v2_1435
ruler_fwe_16k:0256,ruler_fwe_16k,OFF,0.3333333333333333,3aea956c3853038c9e41634c823b5a9d08e87884eb6a57a679bf0482a8e51ad4,8198415725dcd856ebf63c7167be32fc357409bc521e50be93d5ef992ffb6f79,reused_v2_1435
ruler_fwe_16k:0256,ruler_fwe_16k,L0,0.3333333333333333,e986913c72e3935df963bd23beaa5528ea7d1c2a518964ad3c47f821905a8ddc,8198415725dcd856ebf63c7167be32fc357409bc521e50be93d5ef992ffb6f79,reused_v2_1435
ruler_fwe_16k:0256,ruler_fwe_16k,L6,0.3333333333333333,3aea956c3853038c9e41634c823b5a9d08e87884eb6a57a679bf0482a8e51ad4,8198415725dcd856ebf63c7167be32fc357409bc521e50be93d5ef992ffb6f79,reused_v2_1435
ruler_fwe_16k:0256,ruler_fwe_16k,L12,0.3333333333333333,3aea956c3853038c9e41634c823b5a9d08e87884eb6a57a679bf0482a8e51ad4,8198415725dcd856ebf63c7167be32fc357409bc521e50be93d5ef992ffb6f79,reused_v2_1435
ruler_fwe_16k:0256,ruler_fwe_16k,L18,0.3333333333333333,e986913c72e3935df963bd23beaa5528ea7d1c2a518964ad3c47f821905a8ddc,8198415725dcd856ebf63c7167be32fc357409bc521e50be93d5ef992ffb6f79,reused_v2_1435
ruler_fwe_16k:0256,ruler_fwe_16k,L24,0.3333333333333333,3aea956c3853038c9e41634c823b5a9d08e87884eb6a57a679bf0482a8e51ad4,8198415725dcd856ebf63c7167be32fc357409bc521e50be93d5ef992ffb6f79,reused_v2_1435
ruler_fwe_16k:0256,ruler_fwe_16k,ALL,0.3333333333333333,3aea956c3853038c9e41634c823b5a9d08e87884eb6a57a679bf0482a8e51ad4,8198415725dcd856ebf63c7167be32fc357409bc521e50be93d5ef992ffb6f79,reused_v2_1435
ruler_fwe_16k:0257,ruler_fwe_16k,OFF,0.3333333333333333,5379d898d4bb83b7f61e5c8f60bd35f769ebd8a9a0d337e8fde354389051a515,5eff7662e59588022247629b48974785976be0adaf013996dfe95847d79a43af,reused_v2_1435
ruler_fwe_16k:0257,ruler_fwe_16k,L0,0.3333333333333333,5379d898d4bb83b7f61e5c8f60bd35f769ebd8a9a0d337e8fde354389051a515,5eff7662e59588022247629b48974785976be0adaf013996dfe95847d79a43af,reused_v2_1435
ruler_fwe_16k:0257,ruler_fwe_16k,L6,0.3333333333333333,5379d898d4bb83b7f61e5c8f60bd35f769ebd8a9a0d337e8fde354389051a515,5eff7662e59588022247629b48974785976be0adaf013996dfe95847d79a43af,reused_v2_1435
ruler_fwe_16k:0257,ruler_fwe_16k,L12,0.3333333333333333,5379d898d4bb83b7f61e5c8f60bd35f769ebd8a9a0d337e8fde354389051a515,5eff7662e59588022247629b48974785976be0adaf013996dfe95847d79a43af,reused_v2_1435
ruler_fwe_16k:0257,ruler_fwe_16k,L18,0.3333333333333333,5379d898d4bb83b7f61e5c8f60bd35f769ebd8a9a0d337e8fde354389051a515,5eff7662e59588022247629b48974785976be0adaf013996dfe95847d79a43af,reused_v2_1435
ruler_fwe_16k:0257,ruler_fwe_16k,L24,0.3333333333333333,5379d898d4bb83b7f61e5c8f60bd35f769ebd8a9a0d337e8fde354389051a515,5eff7662e59588022247629b48974785976be0adaf013996dfe95847d79a43af,reused_v2_1435
ruler_fwe_16k:0257,ruler_fwe_16k,ALL,0.3333333333333333,5379d898d4bb83b7f61e5c8f60bd35f769ebd8a9a0d337e8fde354389051a515,5eff7662e59588022247629b48974785976be0adaf013996dfe95847d79a43af,reused_v2_1435
ruler_fwe_16k:0258,ruler_fwe_16k,OFF,1.0,bdd90090dad9082860a6fa0e4f81fe059f8011d190886f3d88fc4880c14d7f76,a79a9b353b98eca2ce6b69734f210d7a7a289942a0b63b5d7beb8bd35ba24617,new_missing_v2
ruler_fwe_16k:0258,ruler_fwe_16k,L0,1.0,bdd90090dad9082860a6fa0e4f81fe059f8011d190886f3d88fc4880c14d7f76,a79a9b353b98eca2ce6b69734f210d7a7a289942a0b63b5d7beb8bd35ba24617,new_missing_v2
ruler_fwe_16k:0258,ruler_fwe_16k,L6,1.0,bdd90090dad9082860a6fa0e4f81fe059f8011d190886f3d88fc4880c14d7f76,a79a9b353b98eca2ce6b69734f210d7a7a289942a0b63b5d7beb8bd35ba24617,new_missing_v2
ruler_fwe_16k:0258,ruler_fwe_16k,L12,1.0,bdd90090dad9082860a6fa0e4f81fe059f8011d190886f3d88fc4880c14d7f76,a79a9b353b98eca2ce6b69734f210d7a7a289942a0b63b5d7beb8bd35ba24617,new_missing_v2
ruler_fwe_16k:0258,ruler_fwe_16k,L18,1.0,bdd90090dad9082860a6fa0e4f81fe059f8011d190886f3d88fc4880c14d7f76,a79a9b353b98eca2ce6b69734f210d7a7a289942a0b63b5d7beb8bd35ba24617,new_missing_v2
ruler_fwe_16k:0258,ruler_fwe_16k,L24,1.0,bdd90090dad9082860a6fa0e4f81fe059f8011d190886f3d88fc4880c14d7f76,a79a9b353b98eca2ce6b69734f210d7a7a289942a0b63b5d7beb8bd35ba24617,new_missing_v2
ruler_fwe_16k:0258,ruler_fwe_16k,ALL,1.0,bdd90090dad9082860a6fa0e4f81fe059f8011d190886f3d88fc4880c14d7f76,a79a9b353b98eca2ce6b69734f210d7a7a289942a0b63b5d7beb8bd35ba24617,new_missing_v2
ruler_fwe_16k:0259,ruler_fwe_16k,OFF,0.6666666666666666,8d45d990fff6a088eceb84eeaec4b41e034e8d5a16f0a3b767e9ee3ac9c728a4,c894926db3ce22b5394d5fa1e6d6bd1ac7ff34efbcb2b84934078284f3ba81d8,reused_v2_1435
ruler_fwe_16k:0259,ruler_fwe_16k,L0,0.6666666666666666,8d45d990fff6a088eceb84eeaec4b41e034e8d5a16f0a3b767e9ee3ac9c728a4,c894926db3ce22b5394d5fa1e6d6bd1ac7ff34efbcb2b84934078284f3ba81d8,reused_v2_1435
ruler_fwe_16k:0259,ruler_fwe_16k,L6,0.6666666666666666,8d45d990fff6a088eceb84eeaec4b41e034e8d5a16f0a3b767e9ee3ac9c728a4,c894926db3ce22b5394d5fa1e6d6bd1ac7ff34efbcb2b84934078284f3ba81d8,reused_v2_1435
ruler_fwe_16k:0259,ruler_fwe_16k,L12,0.6666666666666666,8d45d990fff6a088eceb84eeaec4b41e034e8d5a16f0a3b767e9ee3ac9c728a4,c894926db3ce22b5394d5fa1e6d6bd1ac7ff34efbcb2b84934078284f3ba81d8,reused_v2_1435
ruler_fwe_16k:0259,ruler_fwe_16k,L18,0.6666666666666666,8d45d990fff6a088eceb84eeaec4b41e034e8d5a16f0a3b767e9ee3ac9c728a4,c894926db3ce22b5394d5fa1e6d6bd1ac7ff34efbcb2b84934078284f3ba81d8,reused_v2_1435
ruler_fwe_16k:0259,ruler_fwe_16k,L24,0.6666666666666666,8d45d990fff6a088eceb84eeaec4b41e034e8d5a16f0a3b767e9ee3ac9c728a4,c894926db3ce22b5394d5fa1e6d6bd1ac7ff34efbcb2b84934078284f3ba81d8,reused_v2_1435
ruler_fwe_16k:0259,ruler_fwe_16k,ALL,0.6666666666666666,8d45d990fff6a088eceb84eeaec4b41e034e8d5a16f0a3b767e9ee3ac9c728a4,c894926db3ce22b5394d5fa1e6d6bd1ac7ff34efbcb2b84934078284f3ba81d8,reused_v2_1435
ruler_fwe_16k:0260,ruler_fwe_16k,OFF,0.6666666666666666,1dd58278e52afdb5251bbdc663ac00232e567781e295b4373ab8ca77252ffd2e,2b1229121cd15f6fff5cd0149a8d370a84a1c3cbb49a337b5677474163006bc0,reused_v2_1435
ruler_fwe_16k:0260,ruler_fwe_16k,L0,0.6666666666666666,1dd58278e52afdb5251bbdc663ac00232e567781e295b4373ab8ca77252ffd2e,2b1229121cd15f6fff5cd0149a8d370a84a1c3cbb49a337b5677474163006bc0,reused_v2_1435
ruler_fwe_16k:0260,ruler_fwe_16k,L6,0.6666666666666666,1dd58278e52afdb5251bbdc663ac00232e567781e295b4373ab8ca77252ffd2e,2b1229121cd15f6fff5cd0149a8d370a84a1c3cbb49a337b5677474163006bc0,reused_v2_1435
ruler_fwe_16k:0260,ruler_fwe_16k,L12,0.6666666666666666,1dd58278e52afdb5251bbdc663ac00232e567781e295b4373ab8ca77252ffd2e,2b1229121cd15f6fff5cd0149a8d370a84a1c3cbb49a337b5677474163006bc0,reused_v2_1435
ruler_fwe_16k:0260,ruler_fwe_16k,L18,0.6666666666666666,1dd58278e52afdb5251bbdc663ac00232e567781e295b4373ab8ca77252ffd2e,2b1229121cd15f6fff5cd0149a8d370a84a1c3cbb49a337b5677474163006bc0,reused_v2_1435
ruler_fwe_16k:0260,ruler_fwe_16k,L24,0.6666666666666666,1dd58278e52afdb5251bbdc663ac00232e567781e295b4373ab8ca77252ffd2e,2b1229121cd15f6fff5cd0149a8d370a84a1c3cbb49a337b5677474163006bc0,reused_v2_1435
ruler_fwe_16k:0260,ruler_fwe_16k,ALL,0.6666666666666666,1dd58278e52afdb5251bbdc663ac00232e567781e295b4373ab8ca77252ffd2e,2b1229121cd15f6fff5cd0149a8d370a84a1c3cbb49a337b5677474163006bc0,reused_v2_1435
ruler_fwe_16k:0261,ruler_fwe_16k,OFF,0.3333333333333333,5e790d8b71ec95c31c0a2a0cf3e2f92b0b91a284db7ed179edf43639f219e09e,8580224676dd8a48581ba7ad9170dea950207d44c8426a4b26d999dd8c33bc16,reused_v2_1435
ruler_fwe_16k:0261,ruler_fwe_16k,L0,0.3333333333333333,5e790d8b71ec95c31c0a2a0cf3e2f92b0b91a284db7ed179edf43639f219e09e,8580224676dd8a48581ba7ad9170dea950207d44c8426a4b26d999dd8c33bc16,reused_v2_1435
ruler_fwe_16k:0261,ruler_fwe_16k,L6,0.3333333333333333,5e790d8b71ec95c31c0a2a0cf3e2f92b0b91a284db7ed179edf43639f219e09e,8580224676dd8a48581ba7ad9170dea950207d44c8426a4b26d999dd8c33bc16,reused_v2_1435
ruler_fwe_16k:0261,ruler_fwe_16k,L12,0.3333333333333333,5e790d8b71ec95c31c0a2a0cf3e2f92b0b91a284db7ed179edf43639f219e09e,8580224676dd8a48581ba7ad9170dea950207d44c8426a4b26d999dd8c33bc16,reused_v2_1435
ruler_fwe_16k:0261,ruler_fwe_16k,L18,0.3333333333333333,5e790d8b71ec95c31c0a2a0cf3e2f92b0b91a284db7ed179edf43639f219e09e,8580224676dd8a48581ba7ad9170dea950207d44c8426a4b26d999dd8c33bc16,reused_v2_1435
ruler_fwe_16k:0261,ruler_fwe_16k,L24,0.3333333333333333,5e790d8b71ec95c31c0a2a0cf3e2f92b0b91a284db7ed179edf43639f219e09e,8580224676dd8a48581ba7ad9170dea950207d44c8426a4b26d999dd8c33bc16,reused_v2_1435
ruler_fwe_16k:0261,ruler_fwe_16k,ALL,0.3333333333333333,5e790d8b71ec95c31c0a2a0cf3e2f92b0b91a284db7ed179edf43639f219e09e,8580224676dd8a48581ba7ad9170dea950207d44c8426a4b26d999dd8c33bc16,reused_v2_1435
ruler_fwe_16k:0262,ruler_fwe_16k,OFF,0.6666666666666666,8cca1ffdc2b021155797a6f5c53285f883a8f7acaefd026465d18ae3d9f13d79,f4baf79577766320d53ea66060ea2ca501fee90fc6cf0fa4f4741576c994d52e,reused_v2_1435
ruler_fwe_16k:0262,ruler_fwe_16k,L0,0.6666666666666666,8cca1ffdc2b021155797a6f5c53285f883a8f7acaefd026465d18ae3d9f13d79,f4baf79577766320d53ea66060ea2ca501fee90fc6cf0fa4f4741576c994d52e,reused_v2_1435
ruler_fwe_16k:0262,ruler_fwe_16k,L6,0.6666666666666666,8cca1ffdc2b021155797a6f5c53285f883a8f7acaefd026465d18ae3d9f13d79,f4baf79577766320d53ea66060ea2ca501fee90fc6cf0fa4f4741576c994d52e,reused_v2_1435
ruler_fwe_16k:0262,ruler_fwe_16k,L12,0.6666666666666666,8cca1ffdc2b021155797a6f5c53285f883a8f7acaefd026465d18ae3d9f13d79,f4baf79577766320d53ea66060ea2ca501fee90fc6cf0fa4f4741576c994d52e,reused_v2_1435
ruler_fwe_16k:0262,ruler_fwe_16k,L18,0.6666666666666666,8cca1ffdc2b021155797a6f5c53285f883a8f7acaefd026465d18ae3d9f13d79,f4baf79577766320d53ea66060ea2ca501fee90fc6cf0fa4f4741576c994d52e,reused_v2_1435
ruler_fwe_16k:0262,ruler_fwe_16k,L24,0.6666666666666666,8cca1ffdc2b021155797a6f5c53285f883a8f7acaefd026465d18ae3d9f13d79,f4baf79577766320d53ea66060ea2ca501fee90fc6cf0fa4f4741576c994d52e,reused_v2_1435
ruler_fwe_16k:0262,ruler_fwe_16k,ALL,0.6666666666666666,8cca1ffdc2b021155797a6f5c53285f883a8f7acaefd026465d18ae3d9f13d79,f4baf79577766320d53ea66060ea2ca501fee90fc6cf0fa4f4741576c994d52e,reused_v2_1435
ruler_fwe_16k:0263,ruler_fwe_16k,OFF,0.3333333333333333,d73baeab47ef2d05f80c30f0512c5a3a222c94958ea99bbba648c8be41e6dc24,5616425651adce10d77302ffde51c9c59494ae2fdcb81e48e3af843da2e71ad3,reused_v2_1435
ruler_fwe_16k:0263,ruler_fwe_16k,L0,0.3333333333333333,d73baeab47ef2d05f80c30f0512c5a3a222c94958ea99bbba648c8be41e6dc24,5616425651adce10d77302ffde51c9c59494ae2fdcb81e48e3af843da2e71ad3,reused_v2_1435
ruler_fwe_16k:0263,ruler_fwe_16k,L6,0.6666666666666666,0a2a434566c969341d083eab1225c5c24e02b89c05f13c02f18964e100bc6d46,5616425651adce10d77302ffde51c9c59494ae2fdcb81e48e3af843da2e71ad3,reused_v2_1435
ruler_fwe_16k:0263,ruler_fwe_16k,L12,0.3333333333333333,5121062d71f4facb4d6bbe2250f82810649c6a78264311ff79af2a4be8e29704,5616425651adce10d77302ffde51c9c59494ae2fdcb81e48e3af843da2e71ad3,reused_v2_1435
ruler_fwe_16k:0263,ruler_fwe_16k,L18,0.3333333333333333,d73baeab47ef2d05f80c30f0512c5a3a222c94958ea99bbba648c8be41e6dc24,5616425651adce10d77302ffde51c9c59494ae2fdcb81e48e3af843da2e71ad3,reused_v2_1435
ruler_fwe_16k:0263,ruler_fwe_16k,L24,0.6666666666666666,0a2a434566c969341d083eab1225c5c24e02b89c05f13c02f18964e100bc6d46,5616425651adce10d77302ffde51c9c59494ae2fdcb81e48e3af843da2e71ad3,reused_v2_1435
ruler_fwe_16k:0263,ruler_fwe_16k,ALL,0.3333333333333333,d73baeab47ef2d05f80c30f0512c5a3a222c94958ea99bbba648c8be41e6dc24,5616425651adce10d77302ffde51c9c59494ae2fdcb81e48e3af843da2e71ad3,reused_v2_1435
ruler_fwe_16k:0264,ruler_fwe_16k,OFF,0.6666666666666666,51a64266c64a6709e19701ceebe3e05b4c0985f2ed494b4e56909d6b772c907b,967ffa513fad119a0a3fde917b6fd9175fa75cb0fdbc97b0ea8e7a09a3bc5ef1,reused_v2_1435
ruler_fwe_16k:0264,ruler_fwe_16k,L0,0.6666666666666666,51a64266c64a6709e19701ceebe3e05b4c0985f2ed494b4e56909d6b772c907b,967ffa513fad119a0a3fde917b6fd9175fa75cb0fdbc97b0ea8e7a09a3bc5ef1,reused_v2_1435
ruler_fwe_16k:0264,ruler_fwe_16k,L6,0.6666666666666666,51a64266c64a6709e19701ceebe3e05b4c0985f2ed494b4e56909d6b772c907b,967ffa513fad119a0a3fde917b6fd9175fa75cb0fdbc97b0ea8e7a09a3bc5ef1,reused_v2_1435
ruler_fwe_16k:0264,ruler_fwe_16k,L12,0.6666666666666666,51a64266c64a6709e19701ceebe3e05b4c0985f2ed494b4e56909d6b772c907b,967ffa513fad119a0a3fde917b6fd9175fa75cb0fdbc97b0ea8e7a09a3bc5ef1,reused_v2_1435
ruler_fwe_16k:0264,ruler_fwe_16k,L18,0.6666666666666666,51a64266c64a6709e19701ceebe3e05b4c0985f2ed494b4e56909d6b772c907b,967ffa513fad119a0a3fde917b6fd9175fa75cb0fdbc97b0ea8e7a09a3bc5ef1,reused_v2_1435
ruler_fwe_16k:0264,ruler_fwe_16k,L24,0.6666666666666666,51a64266c64a6709e19701ceebe3e05b4c0985f2ed494b4e56909d6b772c907b,967ffa513fad119a0a3fde917b6fd9175fa75cb0fdbc97b0ea8e7a09a3bc5ef1,reused_v2_1435
ruler_fwe_16k:0264,ruler_fwe_16k,ALL,0.6666666666666666,51a64266c64a6709e19701ceebe3e05b4c0985f2ed494b4e56909d6b772c907b,967ffa513fad119a0a3fde917b6fd9175fa75cb0fdbc97b0ea8e7a09a3bc5ef1,reused_v2_1435
ruler_fwe_16k:0265,ruler_fwe_16k,OFF,0.6666666666666666,04793ef5e2981fde752d10948a5f3bac7761aa35668a1cb0d4dce7bbbb212a05,353a40953bd6a42e642db14e5f7f9b1182ca424ce336f1d705cd6695cbc8e8f8,reused_v2_1435
ruler_fwe_16k:0265,ruler_fwe_16k,L0,0.6666666666666666,04793ef5e2981fde752d10948a5f3bac7761aa35668a1cb0d4dce7bbbb212a05,353a40953bd6a42e642db14e5f7f9b1182ca424ce336f1d705cd6695cbc8e8f8,reused_v2_1435
ruler_fwe_16k:0265,ruler_fwe_16k,L6,0.6666666666666666,04793ef5e2981fde752d10948a5f3bac7761aa35668a1cb0d4dce7bbbb212a05,353a40953bd6a42e642db14e5f7f9b1182ca424ce336f1d705cd6695cbc8e8f8,reused_v2_1435
ruler_fwe_16k:0265,ruler_fwe_16k,L12,0.6666666666666666,04793ef5e2981fde752d10948a5f3bac7761aa35668a1cb0d4dce7bbbb212a05,353a40953bd6a42e642db14e5f7f9b1182ca424ce336f1d705cd6695cbc8e8f8,reused_v2_1435
ruler_fwe_16k:0265,ruler_fwe_16k,L18,0.6666666666666666,04793ef5e2981fde752d10948a5f3bac7761aa35668a1cb0d4dce7bbbb212a05,353a40953bd6a42e642db14e5f7f9b1182ca424ce336f1d705cd6695cbc8e8f8,reused_v2_1435
ruler_fwe_16k:0265,ruler_fwe_16k,L24,0.6666666666666666,04793ef5e2981fde752d10948a5f3bac7761aa35668a1cb0d4dce7bbbb212a05,353a40953bd6a42e642db14e5f7f9b1182ca424ce336f1d705cd6695cbc8e8f8,reused_v2_1435
ruler_fwe_16k:0265,ruler_fwe_16k,ALL,0.6666666666666666,04793ef5e2981fde752d10948a5f3bac7761aa35668a1cb0d4dce7bbbb212a05,353a40953bd6a42e642db14e5f7f9b1182ca424ce336f1d705cd6695cbc8e8f8,reused_v2_1435
ruler_fwe_16k:0266,ruler_fwe_16k,OFF,1.0,0c2c95896cc829ef439d0b2e464441cdc0286eecb6b3cb5c457a08c17aee8686,6ae14df6cc0c6459d8200e60432ff62c66776d9dafe8eb5a468e53f0ca40e58c,new_missing_v2
ruler_fwe_16k:0266,ruler_fwe_16k,L0,1.0,0c2c95896cc829ef439d0b2e464441cdc0286eecb6b3cb5c457a08c17aee8686,6ae14df6cc0c6459d8200e60432ff62c66776d9dafe8eb5a468e53f0ca40e58c,new_missing_v2
ruler_fwe_16k:0266,ruler_fwe_16k,L6,1.0,0c2c95896cc829ef439d0b2e464441cdc0286eecb6b3cb5c457a08c17aee8686,6ae14df6cc0c6459d8200e60432ff62c66776d9dafe8eb5a468e53f0ca40e58c,new_missing_v2
ruler_fwe_16k:0266,ruler_fwe_16k,L12,1.0,0c2c95896cc829ef439d0b2e464441cdc0286eecb6b3cb5c457a08c17aee8686,6ae14df6cc0c6459d8200e60432ff62c66776d9dafe8eb5a468e53f0ca40e58c,new_missing_v2
ruler_fwe_16k:0266,ruler_fwe_16k,L18,1.0,0c2c95896cc829ef439d0b2e464441cdc0286eecb6b3cb5c457a08c17aee8686,6ae14df6cc0c6459d8200e60432ff62c66776d9dafe8eb5a468e53f0ca40e58c,new_missing_v2
ruler_fwe_16k:0266,ruler_fwe_16k,L24,1.0,0c2c95896cc829ef439d0b2e464441cdc0286eecb6b3cb5c457a08c17aee8686,6ae14df6cc0c6459d8200e60432ff62c66776d9dafe8eb5a468e53f0ca40e58c,new_missing_v2
ruler_fwe_16k:0266,ruler_fwe_16k,ALL,1.0,0c2c95896cc829ef439d0b2e464441cdc0286eecb6b3cb5c457a08c17aee8686,6ae14df6cc0c6459d8200e60432ff62c66776d9dafe8eb5a468e53f0ca40e58c,new_missing_v2
ruler_fwe_16k:0267,ruler_fwe_16k,OFF,1.0,84add1d3403d57b3ba6cf0935224d7534c492c83dd6bd1e937ba038ffdb71224,947f67761ed2cb41b7d4fece7a991a2baf17e9bb886c08dc4b065a9500a3664a,new_missing_v2
ruler_fwe_16k:0267,ruler_fwe_16k,L0,1.0,84add1d3403d57b3ba6cf0935224d7534c492c83dd6bd1e937ba038ffdb71224,947f67761ed2cb41b7d4fece7a991a2baf17e9bb886c08dc4b065a9500a3664a,new_missing_v2
ruler_fwe_16k:0267,ruler_fwe_16k,L6,1.0,84add1d3403d57b3ba6cf0935224d7534c492c83dd6bd1e937ba038ffdb71224,947f67761ed2cb41b7d4fece7a991a2baf17e9bb886c08dc4b065a9500a3664a,new_missing_v2
ruler_fwe_16k:0267,ruler_fwe_16k,L12,1.0,84add1d3403d57b3ba6cf0935224d7534c492c83dd6bd1e937ba038ffdb71224,947f67761ed2cb41b7d4fece7a991a2baf17e9bb886c08dc4b065a9500a3664a,new_missing_v2
