sample_id,task,cohort,parent_6500_verified
ruler_niah_multikey_2_16k:0415,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0416,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0417,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0418,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0419,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0420,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0421,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0422,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0423,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0424,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0425,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0426,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0427,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0428,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0429,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0430,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0431,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0432,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0433,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0434,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0435,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0436,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0437,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0438,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0439,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0440,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0441,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0442,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0443,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0444,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0445,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0446,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0447,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0448,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0449,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0450,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0451,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0452,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0453,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0454,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0455,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0456,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0457,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0458,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0459,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0460,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0461,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0462,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0463,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0464,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0465,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0466,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0467,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0468,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0469,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0470,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0471,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0472,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0473,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0474,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0475,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0476,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0477,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0478,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0479,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0480,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0481,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0482,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0483,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0484,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0485,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0486,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0487,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0488,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0489,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0490,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0491,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0492,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0493,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0494,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0495,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0496,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0497,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0498,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_2_16k:0499,ruler_niah_multikey_2_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0000,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0001,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0002,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0003,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0004,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0005,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0006,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0007,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0008,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0009,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0010,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0011,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0012,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0013,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0014,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0015,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0016,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0017,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0018,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0019,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0020,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0021,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0022,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0023,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0024,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0025,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0026,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0027,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0028,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0029,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0030,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0031,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0032,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0033,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0034,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0035,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0036,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0037,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0038,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0039,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0040,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0041,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0042,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0043,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0044,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0045,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0046,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0047,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0048,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0049,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0050,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0051,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0052,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0053,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0054,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0055,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0056,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0057,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0058,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0059,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0060,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0061,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0062,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0063,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0064,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0065,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0066,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0067,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0068,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0069,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0070,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0071,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0072,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0073,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0074,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0075,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0076,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0077,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0078,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0079,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0080,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0081,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0082,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0083,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0084,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0085,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0086,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0087,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0088,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0089,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0090,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0091,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0092,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0093,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0094,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0095,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0096,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0097,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0098,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0099,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0100,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0101,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0102,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0103,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0104,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0105,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0106,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0107,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0108,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0109,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0110,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0111,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0112,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0113,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0114,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0115,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0116,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0117,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0118,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0119,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0120,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0121,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0122,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0123,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0124,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0125,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0126,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0127,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0128,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0129,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0130,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0131,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0132,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0133,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0134,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0135,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0136,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0137,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0138,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0139,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0140,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0141,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0142,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0143,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0144,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0145,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0146,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0147,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0148,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0149,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0150,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0151,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0152,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0153,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0154,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0155,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0156,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0157,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0158,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0159,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0160,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0161,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0162,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0163,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0164,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0165,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0166,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0167,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0168,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0169,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0170,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0171,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0172,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0173,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0174,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0175,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0176,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0177,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0178,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0179,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0180,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0181,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0182,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0183,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0184,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0185,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0186,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0187,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0188,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0189,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0190,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0191,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0192,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0193,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0194,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0195,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0196,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0197,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0198,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0199,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0200,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0201,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0202,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0203,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0204,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0205,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0206,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0207,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0208,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0209,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0210,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0211,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0212,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0213,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0214,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0215,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0216,ruler_niah_multikey_3_16k,FIXED7_6500,true
ruler_niah_multikey_3_16k:0217,ruler_niah_multikey_3_16k,FIXED7_6500,true
